"latitude","longitude"
36.8569,-76.2124
42,19
39.7451,-84.4003
32.1686,34.9353
44.3833,7.5333
41.9703,-80.3125
43.4588,-88.8052
41.0219,-75.8756
49.0312,-122.3012
44.95,24.95
35.4167,136.75
-38.0023,-57.5575
17.2833,74.2
43.3119,45.689
38.6667,16.1
40.529,-122.3216
52.2,-2.2
33,65
50.2,9.1833
34.7528,-86.6901
35.2062,-81.1384
45.6486,13.78
51.2667,7.1833
-37.8232,144.9729
-15.6333,-47.8167
51.4452,7.3303
50.4167,4.4333
45.7833,9.0833
30.0799,-95.4172
43.0202,-87.9256
32.738,-96.4463
56.9705,60.5822
14.6833,77.6
41.1167,1.25
42.0149,2.7671
50.2976,18.6766
38.4833,15.9167
41.6738,-72.8544
30.6744,-96.37
47.0576,17.9705
49.8224,19.0469
40.6333,14.3833
43.2428,-79.8524
50.6667,3.15
29.0667,-110.9667
42.0167,24
48.2193,-1.7895
-22.3,-48.55
26.6203,-80.0592
31.5428,-82.4485
45.3353,-75.7209
-10,-76
36.7477,-119.7724
8.5069,76.9569
15.15,76.9333
51.8,-0.2
36.3699,-121.8406
28.5833,78.55
33.4854,-116.1044
47.674,-122.1215
-23.5333,-46.3333
8.8806,76.5917
48.9,2.3333
35.3284,-80.7459
51.4216,6.7957
46.1,27.1667
42.3135,2.3652
50.9562,6.635
8,-5
29.6433,-82.3214
41.7581,-88.0211
41.482,-91.8523
54.23,-4.57
-23.4,-46.3333
35.7362,-80.1931
36.1399,-79.2665
41.5571,-90.4066
30.1605,-92.0332
42.4072,-76.5159
42.3758,-83.2808
58.9667,5.75
48.8333,2.25
47.8,22.8833
40.5187,-78.3947
40.7639,-74.037
52.3,76.95
38.7161,-121.3626
16.7333,82.2167
42.0667,25.0333
39.7294,-104.8319
47.4738,-0.5477
44.4175,12.2011
-5.3472,-36.8328
40.9312,-73.8988
39.7126,-84.1662
-20.85,-41.1
45.2133,13.7503
42.2462,-83.179
37.6141,-77.442
8.4333,-82.4333
14.2732,121.4552
39.5359,-76.3483
19.7667,-97.2333
43.0737,-89.5274
46.2833,25.0333
54.8894,12.0402
16.8,74.5667
32.0333,75.5167
-37.5833,143.8833
52.3333,13.4
22.3,73.2
33.8403,-118.3539
34.1431,111.1358
-27.465,153.0234
-21.4667,-47.0167
50.7639,15.0653
50.732,16.6487
40.6201,-73.9868
45.46,-73.85
-22.6333,-47.2
26.5167,88.7333
43.6092,-79.6201
42.3189,-71.1504
37.7772,-122.4931
48.8601,2.3507
34.5798,-98.488
-6.8,39.2833
40.0902,-75.3937
49.3667,7.6333
42.2,24.8667
50.8983,15.7299
33.7248,-112.0889
38.8822,-77.1411
41.1333,14.75
39.9205,-105.0867
35.8456,-86.3903
34.4847,-96.9586
16.5167,80.6167
39.2831,-84.5162
13.1119,99.9447
37.0665,15.2843
42.8731,74.6003
40.6726,-73.5364
28.3998,36.5715
46.35,25.8
-21.5833,-48.3667
6.1706,-75.5853
54.3333,10.0833
38.5032,-89.1497
52.206,8.8106
52.1037,9.3676
35.9333,128.8747
15.0936,120.812
32.7896,-105.8176
39.62,19.9197
39.953,-75.1756
40.7852,-73.7279
-37.3217,-59.1332
52.1,7.6167
54.8092,9.4698
47.9833,17.6167
0.3833,9.45
42.5,27.4667
-34.7919,-58.354
54.1167,11.9833
8.4811,124.6431
34.3084,-77.8028
42.9536,-85.6576
40.7333,14.6667
-22.2167,-49.9333
43.639,-79.4499
29.6867,-95.5272
40.4379,-73.9851
46.5214,14.8544
42.0209,-88.1782
44.6119,17.9855
26.2867,73.03
39.117,-94.2118
26.3818,-80.1046
39.95,-75.0593
21.1167,73.1167
24.4686,39.6142
40.5333,15.3667
16.8333,74.6333
43.7779,-79.5952
38.8462,-77.3064
19.4794,-99.2383
43.3252,-88.2656
-25.5097,-54.6111
-33.8701,150.9453
-22.1167,-51.3667
39.8772,32.9932
15.5,-88.0333
53.8833,10.8667
39.72,2.9103
51.5055,31.2849
42.55,27.65
26.4095,-80.0942
37.1931,-121.8364
30.3783,76.7808
38.7665,-89.6533
43.0899,-77.6376
34.1749,-118.6152
39.4439,-84.4168
37.3852,-122.1141
21.2167,81.4333
30.8714,-98.4872
40.283,-74.7151
18.4667,-69.9
45.65,9.0333
14.7915,120.8795
40.1241,-82.3828
54.4678,17.0275
34.0024,-117.9757
40.4069,-3.674
34.0478,-118.2923
29.5,87.6
32.0954,-96.4689
21.1167,73.4
38.52,-89.984
8.7833,78.1333
34.5167,69.1833
16.9833,81.7833
8.1939,77.4314
-5.7167,-35.55
40.767,-73.5254
53.8849,9.5786
33.6238,-112.004
34.8004,-82.3221
30.6791,-96.3908
30.2585,-93.4063
-5.7333,-47.5
34.1667,131.4833
43.1299,-77.6082
41.2667,14.15
38.861,-9.0645
37.7666,-84.3031
56.1473,44.1979
-22.5617,-47.4028
33.0179,-117.2767
41.5171,-71.2789
14.4297,120.9367
16.9333,82.2167
54.7833,9.4333
62.4667,6.15
-4.1094,-63.1389
49.6117,6.13
36.2916,-95.0323
-1,11.75
47.7205,-122.2067
51.8829,0.1903
40.5725,-79.9579
53.2333,9.65
51.2002,7.3564
38.0957,43.2574
41.3218,-85.8189
41.1333,16.85
45.65,10.5
54.7065,20.511
45.3833,22.3333
33.9541,-81.0601
38.255,-78.3918
50.3527,30.955
35.4107,-80.8428
30.5044,-90.4612
32.7546,-97.7876
41.3275,19.8189
31.8969,34.8186
-21.0333,-48.2167
40.3289,-74.5857
44.9422,-93.294
-20.3333,-40.2833
59.5167,17.9
34.1173,-118.26
40.6809,-73.9805
41.9288,-87.6315
0.3156,32.5656
35.9466,-78.7977
-8.1705,113.702
42.5803,-83.0302
22.2333,114
32.2746,-90.132
39.6389,-84.405
40.4184,-80.0509
53.6007,11.4433
23.7833,85.9667
2.7297,101.9381
2.9927,101.7909
53.5506,10.0569
46.2362,17.6201
43.493,-109.6436
34.8914,-85.1207
45.4819,-98.5064
50.2362,19.1411
51.9561,85.955
18,-76.8
40.3994,18.1331
41.79,-73.8874
36.3017,-115.1525
44.6167,26.1167
46.4167,9.35
44.8169,15.8708
35.5235,-77.3008
40.9364,-74.1184
41.1105,-95.934
34.1795,-117.2479
28.0291,-82.7241
45.4681,-73.636
31.6331,74.8656
-31.7667,-52.3333
33.88,-117.9633
-6.1167,-38.1667
33.8119,-84.5504
50.948,23.0176
32.6572,51.6776
45.5833,9.2667
59.2,9.6
27.9378,-82.2859
34.4916,-82.0532
-34.7609,-58.4063
40.7627,-74.4208
37.8307,-81.9699
36.1147,-79.7422
41.025,-91.9307
44.0973,-79.4887
40.029,-83.0809
34.463,-84.151
55.7896,38.4467
-3.3333,114.5833
43.2574,-79.8676
45.815,19.6361
60.2167,24.6667
40.0925,-82.6064
-22.6667,-50.4167
43.7667,11.4333
43.1333,24.7167
59.3667,18.0167
45.9092,-72.4808
55.6,26.4167
45.4233,18.7728
42.0525,-87.8906
51.55,23.55
50.9333,5.3333
44.25,28.2833
44.0656,-93.527
42.6,25.0333
32.5251,-93.7502
-34.977,-67.6912
57.8766,48.5103
-29.2546,30.7986
-22.5333,-44.1833
49.2011,14.2145
40.6983,-73.888
-27.6333,-48.65
55.8204,37.3302
35.2333,136.9833
42.4833,26.5
-33.9167,151.2
13,-2
50.1,8.7667
55.2249,11.7842
42.0667,-80.1664
48.1667,14.1333
33.7633,-117.7942
43.2561,-79.8575
38.7851,-77.2866
50.2792,19.5632
51.15,3.6
39.4701,-87.4024
39.284,-89.8698
38.3,28.15
56,51.5
43.0833,5.8833
34.1867,-118.449
38.2406,140.3633
43.4497,-80.4893
35.3879,-119.0236
37.6582,-122.0431
45.2883,18.8047
36.8917,-2.3167
43.5923,-70.3735
42.8864,-78.8784
42.65,26.9833
47.6344,-122.3422
39.2667,-81.5615
40.0667,8.95
34.321,-118.383
45.6,9.5167
-34.6377,-58.5408
36.7164,-97.1536
-22.762,-43.4047
-9.9667,-67.8
35.9187,74.3125
47.5428,19.2633
10.3773,123.6386
52.6358,4.7556
40.1462,-88.9746
50.1412,8.5651
49.2848,-123.0222
7.1254,-73.1198
35.7847,-105.8749
-37.8667,145
43.519,-96.7322
40.6761,-74.573
-34.6568,-58.5822
33.3335,-86.9591
34.1019,-117.2762
50.1292,8.6249
22.2833,114.2167
34.7667,32.4167
41.2213,-82.5746
9.9283,-84.0507
50.85,4.3167
44.0486,43.0594
46.65,20.2667
44.7807,-68.7351
40.4717,-3.8695
38.2749,-82.0747
30.4621,-87.2174
24.8167,93.95
-22.2667,-42.5333
43.8845,-79.2339
40,18.1667
59.6451,33.5294
33.8639,-84.1243
34.6948,-84.4822
40.2056,-8.4196
53.5333,-0.05
32.4085,-91.1868
48.6976,-117.2936
32.9516,-97.1515
49.2667,-122.7833
40.7333,15.2
40.757,-73.5814
37.526,-122.3558
47.6103,-122.3341
47.5002,-111.3008
37.83,-86.0934
59.2814,46.5702
40.6695,-73.8726
11.35,76.8167
52.0843,5.0114
-20.25,-42.0333
32.5101,74.5431
44.6333,41.9444
19.9305,-155.7967
13.4443,144.7863
42.8884,-78.8761
40.8107,-73.0459
38.5224,-90.7434
50.8759,0.6033
44.1333,8.25
40.2923,-78.9834
42.3062,-83.0017
40.45,-3.6892
-20.8,-49.3833
41.4667,13.1833
36.1041,-90.4662
40.7662,-73.9862
53.0833,8.8
46.0619,13.2422
47.7807,19.131
38.4221,-77.4083
49.5559,25.6056
32.0114,34.7722
-23.2795,-46.7464
57.4833,12.0667
37.9887,-84.4777
31.3776,120.9543
47.8555,19.1044
-26.9222,-49.0615
-37.75,145
-34.6407,-58.5638
50.4423,-104.6116
29.4827,-96.1146
2,10
40.2021,-74.012
22.3,114.1833
32.2217,-110.9265
43.7167,11.2167
41.6561,-0.8773
40.8322,-76.7388
51.1667,7.9667
58.0414,30.0139
-18.7333,-39.85
53.2521,34.3717
33.6411,-117.9187
34.3142,47.065
-31.6295,-60.701
41.8816,-87.9761
26.0584,-80.3252
-21.5833,-48.0833
35.6594,139.8533
-22.8003,-43.0256
61.2231,-149.8528
-19.7833,-43.8667
38.2927,-78.9349
32.9482,-96.7297
34.4329,-119.8371
44.0364,-123.0547
-36.6167,-64.2833
42.3424,-71.0878
33.9686,-112.7296
46.7161,-120.4219
-26.0988,28.233
34.7255,-118.4796
44.3333,11.2
35.3981,-96.9398
45.0641,-93.3428
60.3,24.85
52.259,10.5002
31.5279,-87.3247
40.6884,-75.2207
28.9828,-95.9694
47.2529,-122.4443
55.699,36.1952
-37.65,145.0333
43.6253,-70.2955
47.2667,23.25
51.3708,6.1751
37.6478,-3.4598
22.45,86.9833
36.7726,-4.1004
33.2098,-87.5692
49.5057,12.8801
44.2236,12.0528
51.0665,7.004
48.96,1.8547
41.9196,-77.1494
19.05,72.8333
42.6833,26.0333
47.2074,8.7058
-22.5108,-43.1844
40.0326,-75.719
35.3665,-78.0849
32.4921,34.8922
42.7833,12.6
42.6806,-83.1338
32.1167,76.5333
47.2167,-1.65
25.45,81.85
36.1647,1.3347
-7.1955,107.4313
42.3888,-71.4225
42.1847,-71.122
-21.2667,-48.3167
52.6368,5.1575
42.0245,-91.662
44.9,8.6167
32.746,-96.9978
-21.4167,-42.1833
45.2333,26.85
39.8937,-79.7492
16.85,78.5333
51,4.8667
29.7176,-95.4188
47.5584,7.5733
54.815,52.7753
50.2415,21.7699
45.4167,23.3667
19.15,72.9333
48.7741,2.0178
40.5051,-85.8157
32.9513,-96.7154
-9.2833,-38.2667
35.1928,128.0847
66.53,66.6019
33.8719,35.5097
24.7425,120.9075
43.3167,11.35
-37.7833,145.1667
17.25,-88.75
-37.85,145.15
47.3949,18.9136
40.8754,-83.8809
33.6486,-117.9186
42.7714,129.4233
40.8413,-76.1089
34.0007,-81.0348
-24.1946,-65.2971
36.1182,-81.4268
44.8,-0.5333
36.9264,14.7434
53.8365,16.4348
-33.9833,150.9667
48.282,37.1758
41.5059,-72.9081
-33.081,-68.4681
50.0278,15.7758
-29.232,-61.7692
22.3,70.7833
45.55,10.25
-21.7517,-43.3528
38.0347,27.5594
31.3113,-92.4451
32.9781,113.1222
43.1081,141.5506
27.5667,76.6
41.2013,16.5985
50.1574,8.6355
12.65,77.2167
9.5833,76.5167
37.3239,-121.9144
47.3949,8.6819
34.7667,134.85
-33.0355,-68.8778
42.3333,23.55
47.7396,-122.3426
11.5,43
39.2722,-86.6197
-36.8333,-73.05
64.5635,39.8302
51.4859,0.2514
-26.4833,-49.0667
37.2342,127.2064
44.1316,-70.0606
51.5159,-0.3054
14.3517,100.5774
46.15,9.45
43.7648,-79.4325
47.4018,-0.2697
49.2738,-123.161
4.8833,114.9333
51.3458,-2.9678
13.9222,75.5736
-27.1,-48.9333
40.5378,-75.7812
14.3903,121.0475
17.4157,102.7859
5.363,100.4667
41.8528,-80.7905
52.0833,10.3333
43.2757,-5.6049
42.1333,12.5
53.5545,8.5933
57.8136,28.3496
44.9667,23.8667
49.2396,-123.0984
68.4356,17.4372
43.3194,-3.0203
53.6186,9.9611
43.7,-79.5667
54.2872,-0.4142
49.5888,11.0098
-5.1914,-37.3447
41.25,14.0667
34.0917,49.6892
9.2667,76.7833
29.65,91.1
37.7049,-5.0996
20.2539,105.975
45.8472,12.4419
40.2181,-111.6133
54.25,49.55
41.8734,-70.6394
37.55,126.9333
39.6244,9.3522
43.2466,-1.9913
51.7833,6.0167
43.257,-79.8697
33.5756,-85.134
27.5,90.5
-34.4697,-58.7592
49.1783,-122.8665
1.5331,103.6155
-8.0167,-34.85
-22.95,-51.6667
50.6903,-120.3634
-21.7667,-52.1
-33.8702,151.222
-27.4606,-58.9839
51.75,-1.25
32.8407,-83.6324
35.233,-97.4122
39.3114,8.535
-27.4417,153.0667
12.5,75
23.4833,87.3167
1.8548,102.9325
50.6,8.95
40.6572,-6.1054
47.5026,42.235
34.634,-86.457
23.8,86.45
42.1151,-1.7856
3.2,101.5833
39.1317,-77.288
47.3258,18.9214
45.5511,18.6939
44.9752,-93.5275
41.5433,2.1094
50.8998,7.0416
56.17,10.0426
37.055,-84.4551
43.124,-89.6378
32.5271,-95.6376
44.9667,7.5167
33.2581,-116.9821
34.9167,33.6292
58.0446,38.8426
36.4146,-105.5222
40.1333,-0.2833
-34.63,-58.4633
61.8,22.4167
33.6161,-111.9456
34.125,-118.0496
33.7265,-118.0069
56.9608,23.75
45.5833,11.8
14,-61
51.8039,15.716
27.7167,75.4833
48.05,11.7
-13.8333,-171.7333
43.5667,27.8333
39.9537,-104.8001
39.0967,-76.8779
33.037,-117.292
53.8667,21.3
49.2862,-123.0925
39.1372,-77.1833
40.0333,15.8333
33.7912,-89.0612
48.95,2.3833
46.3833,-82.65
25.7829,-80.1358
54.15,-4.4833
40.6247,-74.2494
47.7381,7.3479
49.3534,20.8959
2.3125,102.2805
40.0667,18.05
40.602,43.0949
49.997,20.3002
38.8291,-9.1681
5.55,-0.2167
46.55,16.9167
51.45,-0.4167
43.05,11.4833
43.6525,-79.3686
21.9,83.4
28.2442,-82.7193
10.7725,76.6514
38.65,-90.5334
27.922,-82.5
46.2186,-91.1763
34.0556,-117.1825
54.7852,56.0456
39.9609,-75.231
45.95,-74.15
33.6299,-112.1334
30.6568,-97.6026
19.2536,-99.6078
34.016,-118.4925
52.6553,-1.1176
40.8497,-99.0741
46.145,12.2214
23.25,87.0667
33.9816,-118.0661
32.5093,-92.1193
19.35,72.8
24.8167,92.8
42.8259,-1.6143
47.4209,8.5632
-17.3833,-66.15
-33.7912,151.1298
49.3084,14.1492
56.092,54.2661
33.831,-118.3875
49.45,7.75
42.9317,-76.5661
42.0534,-88.054
42.5667,12.6167
39.85,16.4667
-34.6534,-58.6198
41.4308,-82.2337
23.4,79.55
51.1,8.1
46.8396,-71.2506
35.8535,-80.1084
51.7564,8.0178
40.9152,14.7955
27.4833,-109.9333
49.6285,18.3023
32.6099,-85.4808
26.3587,-80.0831
48.35,19.5833
50.5742,12.3897
44.4651,-72.9358
41.8394,-73.1255
40.5453,-74.1786
33.3346,-111.9329
34.4805,-117.9238
29.5075,-95.0895
38.1041,-122.2566
33.7988,-117.9993
6.5,-9.5
29.7431,-95.4446
45.8333,23.2
38.2667,16.2667
48.85,2.6
30.2793,-81.5851
-33.9302,18.8449
42.0382,-87.7285
52.4097,-1.522
-41.2362,146.4172
43.86,-79.3605
49.8792,-97.1062
37.3013,-121.8079
-41.2586,-73.0034
37.7249,-122.1561
39.4037,-92.4088
47.8,13.0333
43.2165,-123.3417
43.5717,-88.0105
44.5425,18.5262
35.9275,14.4661
56.2667,14.5
39.1675,8.675
30.5321,-97.7286
-3.7,-49.7
49.3536,11.1483
-37.8833,145.0333
50.9333,11.5833
47.6364,19.1386
3.05,101.7667
50.6723,18.6867
-22.4241,-42.968
41.3975,2.1535
41.8917,-87.9359
42.1539,-88.1362
44.0861,-70.2434
46.4518,-122.7656
59.3,18.05
59.4833,60.5167
40.6939,37.5594
53.2764,5.657
29.7596,-81.3029
31.9253,34.8669
47.2287,8.6706
45.3833,7.8833
25.8576,-80.2781
40.8424,-91.1073
41.3168,-79.638
50.3586,7.5812
50.7965,19.1241
33.9638,-118.2734
52.5595,13.495
30.7964,-84.2268
32.7952,-116.9671
35.6833,140.0333
38.4405,-122.7144
41.6259,-94.0427
51.515,-0.1423
37.6688,-122.0808
40.0598,-103.8584
25.7341,-80.3594
47.3274,8.6208
45.6,11.7167
43.2186,-77.4494
40.8259,-74.1079
40.9033,29.1725
-34.7896,-58.4309
21.8833,-102.3
35.2445,-96.634
54.1667,10.05
-33.9002,18.6285
41.4172,-73.5971
43.6885,-79.7616
49.4811,8.4353
16.2,-61.4833
32.7333,74.8667
51.4384,6.2711
53.6199,-113.6377
41.4375,22.6433
-8.65,115.2167
43.447,-80.4725
-20.5333,-47.4
50.9333,6.5667
63.6667,22.7
46.9833,27.7833
51.5656,0.0848
33.5475,-84.7207
39.0409,-77.0445
51.6333,7.25
35.3456,-119.0756
37.3833,14.7
29.6409,-98.4159
49.2591,-123.0226
30.3039,107.9772
44.55,26.0667
47.95,26.4
-31.3667,-51.9667
16.8667,74.5667
36.6694,-80.9395
47.407,19.2865
59.4339,24.7281
41.3562,-8.1793
-23,-46.85
46.9781,-94.8377
48.0833,7.3667
21.3226,110.5829
29.9841,-90.1529
51.579,7.0579
34.0355,-118.4298
-1.05,-80.45
20.7833,76.6833
49.1011,-122.8141
48.3773,6.9005
47.15,23.8667
42.6506,18.0914
34.7664,-82.2202
40.893,-0.3803
38.9661,-96.7651
52.3167,9.6
20.6833,-101.35
34.6701,-79.9142
51.0167,6.9833
51.6098,4.8195
51.2,-0.8
47.2635,8.1748
37.1187,-85.2906
34.0905,-86.0442
38.9226,-78.1337
33.8446,-118.1465
52.1193,-106.6594
56.6775,24.9739
52.3667,9.7167
40.0395,-84.2033
34.7601,-80.693
5.365,100.5618
41.2755,16.4176
42.031,-87.8112
37.394,-5.9978
15.7923,120.9894
53.591,-2.2388
39.9738,-86.1765
51.3886,-2.3516
52.025,5.0189
48.6167,2.3167
38.9197,-0.1193
40.9795,-73.7231
44.08,4.1248
28.9715,-95.5786
43.6492,-79.3823
38.2532,-84.5524
42.0333,12.6333
53.689,-1.6546
41.5503,-8.4201
31.1665,-87.0761
38.7862,-93.7239
40.6576,-111.884
-14.1886,-75.7142
44.1858,-88.4626
29.2119,51.5604
-15.25,-40.25
24.1667,72.4333
33.6464,-86.5696
32.6333,-16.9
34.6182,-79.0086
51.4315,7.334
44.1003,-70.2148
34.0211,-118.3965
67.2833,14.3833
48.1667,26.4667
51.7283,-0.2643
41.6108,-8.7184
56.3167,22.3333
53.2878,-6.3411
46.65,21.2833
50.8828,5.9623
34.0463,-117.9849
30.8364,30.6419
29.7018,-95.9138
52.6647,-8.6231
41.1628,-83.3976
-33.8833,151.1
18.0636,-66.4932
48.8157,2.3849
40.9429,-80.147
35.0508,-80.8186
32.8405,-116.8797
59.3667,17.9667
34.0202,-118.3928
43.9333,12.4667
35.8203,139.8044
30.4154,-97.7982
42.425,-83.3744
29.9756,-96.2847
33.7952,-84.3248
9.9167,106.1333
-10.8333,-61.9667
35.0443,-106.6729
50.9593,16.3472
36.175,-115.1372
25.4417,75.6417
34.7044,-84.4253
22.1833,87.9833
50.8417,16.4791
35.4497,-97.6452
47.8167,-79.8667
56.1701,9.5652
43.3676,-5.8507
15.4833,73.8333
45.5167,9
45.5667,8.9333
44.4333,24.3667
37.3422,-121.9052
-36.7243,-56.6771
21.3209,-157.8389
50.6,4.3333
40.6306,-81.4555
45.1333,25.7333
42.262,-89.8461
34.0905,-118.1344
53.3667,-1.5
60,12.1
41.5034,-74.0104
33.8634,-78.9753
30.3267,76.4003
51.7,-0.0167
35.1658,136.964
42.03,-93.5905
39.4079,-74.3665
48.1181,-123.4307
51.9005,8.3838
56.1217,93.3385
51.1825,14.4292
53.5298,15.8099
13.5367,99.8171
44.7467,19.69
32.9689,-96.7991
26.1833,91.7333
39.437,-76.7818
40.7391,-73.9826
9.9667,76.2333
30.6586,-88.3535
54.1838,45.1749
49.3432,0.9586
41.4324,-73.7167
42.0167,23.1
45.15,9.7
25.7529,-80.2333
16.9833,73.3
48.4195,-97.3749
-23.4333,-47.0667
33.5091,-112.0824
-23.6167,-46.9333
41.6,12.55
32.5151,-92.6262
40.7958,-73.9775
39.2066,-84.3964
34.0256,-118.4716
38.8336,-76.8777
28.3047,-81.4167
36.9899,-122.0603
-21.7167,-48.6833
10.9167,79.8333
43.5833,7.1167
40.4774,-112.0082
32.9017,-116.8933
42.2182,-93.0842
26.2361,50.5831
7.7851,98.3316
37.8747,127.7342
38.8339,-104.8214
53.555,-113.4822
40.7167,14.75
38.1,15.65
41.55,13.5167
21.2667,78.5833
30.9664,76.5331
7.2236,124.2464
41.188,-75.3804
43.301,-2.878
37.551,-122.0778
47.0178,28.7625
52.2167,7.8333
44.0744,-121.2574
42.1333,25.85
19.45,-96.9667
29.3339,48.0761
-23.8833,-46.4167
52.6503,-2.4533
34.9645,-78.7417
44.0414,-79.4534
41.0531,-82.7263
49.3667,6.6833
31.05,76.7167
41.7615,-71.518
28.85,121.1167
-30,-71
24.85,-98.15
43.1132,-75.274
34.0302,-118.2407
43.3001,-5.6846
50.7,8.7
41.9352,-88.2909
48.2915,25.9403
30.4507,-91.1546
53.5087,-113.5078
45.6369,-94.8005
41.413,-92.923
42.5653,-70.8578
38.2706,-85.6237
39.3579,-87.4245
41.1557,-73.99
37.0194,-7.9322
40.728,-73.7881
47.1994,18.1395
48.083,19.6026
52.5582,4.8419
41.2152,-94.4231
23.2167,72.6833
69.5833,20.5833
-23.7167,-46.4167
59.2667,17.7333
50.3964,-4.1386
39.3667,-0.4167
17.05,-61.8
51.3987,7.4901
50.75,3.6
32.9172,35.3042
35.3488,-81.1858
49.783,9.9366
9.1805,7.1793
41.7758,140.7367
45.5675,6.1561
39.3,16.3167
40.2496,-3.8272
59.7425,10.2117
49.2254,-123.1176
-34.7557,-58.1986
40.2713,-80.1702
46.5667,20.6667
44.7901,-89.167
49.0219,1.7133
35.4897,108.3675
40.7879,-74.0102
14.45,109.05
29.1694,-95.4319
32.7254,-97.3208
39.5591,113.1855
26.5333,80.5
10.9667,79.3833
50.355,83.5133
40.8,-96.667
47.6727,-122.1873
53.7,10.2
28.0146,-82.417
6,12
-26.8922,-49.2239
26.1882,-80.1711
35.222,-101.8313
54.4524,9.8325
37.8463,-103.5836
40.7111,-73.9469
44.15,9.8667
33.6897,-117.8502
11.55,104.9167
41.7297,-93.6058
45.4691,-122.5535
13.8289,100.5599
43.1486,-88.1246
48.1855,-122.668
41.4598,-82.0991
46.6558,32.6178
34.2522,-118.2884
37.6547,-122.4077
35.875,111.4353
45.6833,9.7167
-29.6833,-51.1333
50.7615,3.0106
39.4667,-0.3667
46.409,-71.0597
-32.9188,-66.3242
44.2457,-94.9568
-20.2768,148.6976
57.7536,24.3581
46.1833,21.3167
43.9029,11.036
50.1,7.7333
43.7657,-79.3835
12.8639,74.8353
53.3997,49.4953
21.1861,106.0763
36.8541,-94.399
42.7283,-84.4882
43.668,-79.4515
52.2789,10.5426
51.449,6.9734
40.7805,-73.9512
-15.8333,-48.0564
-23.6167,-45.4167
37.6454,-84.8171
50.9167,-1.3333
47.7833,16.2833
33.6848,-117.3724
55.4276,9.2843
14.7,120.9667
-14.3,-39
42.3016,-83.0307
20.45,-97.3167
39.9626,-76.7277
33.2591,-86.3628
36.3214,127.4197
46.1952,9.0228
37.7333,44.8333
61.8667,28.8833
33.1841,-86.2515
32.7924,-80.1081
29.5016,-95.689
35.068,-85.6129
41.5192,-81.6431
40.0895,-75.0459
37.3688,-122.0363
43.1154,-77.5576
-23.5333,-51.7
41.6109,0.6419
40.8833,14.5833
38.1833,15.5667
0.1333,117.5
25.991,-80.211
49.2558,-123.1037
39.162,-84.4569
40.7209,-79.6369
48.3877,10.9161
-3.1133,-60.0253
64.8378,-147.7164
23.1667,79.95
52.4101,6.6236
50.9216,34.8003
43.0073,-2.2536
49.75,13.3667
47.2,23.7833
30.8833,-87.7263
36.154,-95.9928
-26.7117,27.8379
44.1519,43.4697
34.1404,-81.3369
48.7501,1.9208
40.4701,-79.2036
39.6167,-104.6695
51.3833,12.4833
27.8812,-82.7521
37.1385,-112.979
50.45,-101.3
40.8006,-73.9653
-20.2419,57.47
58.8833,5.6
33.5806,-112.2374
40.7449,-73.9782
36.4617,-80.6191
4.0503,9.7
-17,-65
14.281,120.8684
48.9333,2.3667
45.6089,-73.7331
50.1626,22.4621
46.9106,-100.7588
51.45,11.8
12.5333,-70.0167
14.4506,120.9828
41.9272,8.7346
41.6639,-83.5552
47.5686,18.7315
59.3,18.1667
28.5898,-81.4928
41.55,2.1
40.6593,-73.8448
43.1009,-75.2327
-14.8,-39.2667
39.8938,-105.1144
34.1478,-118.1445
-3.8667,-38.6333
30.4942,77.9542
49.6218,20.6971
35.284,-78.0197
49.842,-119.4903
-34.0333,151.0667
34.918,-89.8216
46.5,-84.3333
18.3876,-66.1108
58.991,54.4339
53.0538,9.0297
32.4869,-85.1182
34.0273,-117.5878
48.4833,10.9333
38.9234,-121.0705
45.5833,9.2
44.8708,20.6403
4.4557,100.6288
46.7667,24.7
39.8508,-75.0752
39.5457,-105.0022
54.1719,21.1399
34.0608,-117.3936
44.4103,0.2187
28.1203,-82.3529
44.4,0.7167
43.5357,-5.6615
43.3575,134.7786
23.0667,88.8167
38.1333,13.1833
40.4776,-3.7392
-33.7333,151.2
47.9696,19.8408
22.2712,112.984
41.3152,-81.4405
39.1299,-108.6238
43.4236,-80.48
35.9764,139.7536
34.0036,-118.3091
43.2667,13.35
45.35,9.6
37.8044,-122.2708
28.4768,-81.6319
44.6833,11.0333
53.9171,19.926
17.25,80.15
39.3667,17.1333
28,84
45.9672,18.5183
33.7545,-117.9464
49.1833,-2.1
34.8833,136.5833
35.6267,-80.4218
47.4113,16.6251
46.9659,31.9974
37.7758,-122.4128
51.6172,-3.9931
31.9,35.2
27.05,114.9
-37.75,145.0667
56.7853,23.9381
-30.0016,24.7464
49.4285,32.0621
42.3997,-82.1996
37.5667,14.2667
47.6167,19.05
43.3479,-79.7593
49.4252,16.3518
46.9561,7.4872
56.5167,13.0333
33.9188,-84.0678
35.6333,139.65
42.3296,-88.9995
40.7374,-96.7112
26.755,83.3739
34.7336,46.6309
-22.4528,-43.4764
41.0965,-74.0093
39.5743,2.6552
32.1817,34.9358
39.9597,-75.1968
37.05,140.8833
53.3617,17.0452
51.8667,4.6627
37.9158,40.2189
34.2863,-119.2267
47.0943,17.912
-33.8833,151.1167
33.8675,-117.9981
40.0306,-79.539
41.4475,-73.8979
37.1681,-1.9399
34.6296,-79.7068
33.9129,-118.3439
39.0721,-94.4503
43.695,10.8453
54.6167,8.9833
